GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No)
4.776,4.554,18.9,51.6,30.27,10.53,18.78,67.32,128.57,22.01,10.11,31.11,38.92,280.07,45.35,10.6,15.68,61.37,290.43,36.77,10.56,34.59,41.56,25.21,33.6,10.45,25.04,52.29,724.28,Yes
2.408,3.93,41.94,387.8,73.85,2.23,34.82,95.45,401.96,63.95,3.05,10.82,93.51,418.03,89.89,3.71,9.47,80.33,443.59,62.63,4.3,13.79,90.62,567.79,72.58,3.32,17.23,89.98,1831.37,No
3.489,1.584,55.61,288.7,68.24,2.08,24.76,85.92,621.24,78.68,0.86,7.86,95.23,623.72,72.42,1.1,-4.62,79.36,395.57,74.11,4.93,9.27,95.43,639.21,73.36,2.24,9.32,88.98,2279.74,No
5.042,4.884,20.25,60.0,32.67,9.93,21.15,26.32,285.3,44.03,7.54,23.14,44.93,200.0,36.38,6.25,29.43,23.1,175.61,43.11,8.71,17.98,69.25,333.48,39.05,8.11,22.92,40.9,994.39,Yes
5.452,6.34,21.72,48.1,42.39,11.7,15.44,69.13,32.3,42.58,7.68,17.64,41.99,241.48,25.24,6.33,26.99,65.12,143.71,18.65,8.66,15.97,61.02,309.88,32.21,8.59,19.01,59.32,727.37,Yes
6.238,6.43,23.59,11.0,47.9,8.54,15.19,42.12,17.28,31.76,8.03,24.47,50.66,325.8,36.48,8.6,31.39,65.28,44.91,31.28,7.71,15.94,53.43,323.54,36.85,8.22,21.75,52.87,711.53,Yes
5.754,5.891,22.8,47.8,27.2,6.07,33.53,50.17,76.18,46.78,11.49,34.78,63.7,374.17,19.79,11.05,31.46,31.55,36.91,49.18,7.78,32.42,20.21,7.88,35.74,9.1,33.05,41.41,495.14,Yes
3.883,1.661,26.01,170.0,96.45,3.63,16.31,85.38,686.1,96.46,4.38,32.99,79.61,550.14,94.26,4.72,29.21,71.96,389.82,56.52,3.49,21.82,98.28,635.53,85.92,4.06,25.08,83.81,2261.59,No
3.413,2.035,43.64,138.3,80.96,5.66,31.14,76.44,739.18,65.35,2.62,19.91,99.72,400.83,84.84,2.17,-1.08,98.05,596.2,87.68,1.44,33.08,94.85,536.56,79.71,2.97,20.76,92.26,2272.77,No
2.281,3.658,55.56,259.4,50.45,1.12,40.46,96.96,545.0,65.21,1.82,39.86,79.74,566.84,86.55,1.26,7.69,80.74,620.33,90.87,3.28,1.65,83.39,422.88,73.27,1.87,22.42,85.21,2155.05,No
1.989,2.652,54.89,434.4,66.8,0.28,20.49,84.22,407.16,89.74,1.7,27.29,73.04,697.76,86.96,2.33,26.47,75.62,744.53,89.81,4.73,2.67,70.53,594.51,83.33,2.26,19.23,75.85,2443.96,No
6.428,6.448,21.55,88.0,18.56,11.83,17.86,25.06,42.08,32.93,10.69,22.33,68.89,162.91,16.02,8.8,28.58,61.61,172.04,33.74,7.6,27.92,69.3,18.4,25.31,9.73,24.17,56.22,395.43,Yes
3.626,3.716,43.14,435.9,85.17,3.0,13.19,77.99,472.29,78.1,1.0,3.74,70.31,605.0,99.72,5.34,30.28,93.57,531.32,64.9,2.21,-0.93,89.01,440.57,81.97,2.89,11.57,82.72,2049.18,No
3.986,2.795,28.26,166.6,66.18,0.62,35.77,78.91,740.96,85.13,1.04,18.8,84.01,559.69,76.78,0.19,29.32,84.62,671.61,90.77,1.38,-2.58,91.1,741.66,79.72,0.81,20.33,84.66,2713.92,No
6.078,4.913,16.0,67.4,10.31,8.85,18.86,51.37,367.28,28.58,10.9,25.16,44.79,348.91,45.6,10.71,20.93,47.25,83.96,27.76,8.91,31.63,64.8,155.48,28.06,9.84,24.14,52.05,955.63,Yes
4.411,4.291,20.47,90.2,23.76,10.4,28.17,66.58,307.87,32.66,9.94,32.97,39.98,122.55,10.43,10.96,31.02,25.22,216.32,28.56,6.71,34.61,30.73,25.21,23.85,9.5,31.69,40.63,671.95,Yes
2.157,2.496,38.38,196.5,60.87,1.81,38.21,93.01,630.37,72.86,3.05,8.36,72.23,499.14,74.78,0.34,-0.59,77.89,512.66,69.67,0.71,6.29,77.85,400.36,69.54,1.48,13.07,80.24,2042.53,No
2.846,2.489,39.55,357.3,83.1,0.93,19.98,93.71,541.23,58.29,1.88,5.62,73.77,516.59,77.05,0.44,25.19,99.79,736.55,91.46,1.6,-3.88,95.01,395.9,77.47,1.21,11.73,90.57,2190.27,No
5.838,6.009,17.82,17.7,40.02,10.84,34.81,40.63,139.51,41.06,8.04,33.62,62.92,160.87,40.03,10.53,17.06,65.13,189.47,43.06,7.92,32.91,39.46,4.06,41.04,9.33,29.6,52.04,493.91,Yes
3.772,1.904,53.54,178.7,51.37,3.11,10.91,71.31,742.61,83.32,5.41,44.95,81.76,470.53,59.19,3.09,25.3,84.17,520.22,58.41,2.65,-0.74,95.95,392.59,63.07,3.56,20.1,83.3,2125.95,No
1.812,3.493,42.35,352.5,66.56,3.32,7.88,79.24,619.59,57.52,3.7,37.61,73.61,711.55,53.97,2.09,25.53,86.78,411.15,89.95,5.84,4.06,96.85,583.8,67.0,3.74,18.77,84.12,2326.09,No
2.524,1.783,55.37,290.6,99.35,3.31,-3.53,84.75,644.27,51.3,2.48,2.78,89.29,734.0,81.23,4.17,14.83,86.89,578.95,87.98,5.14,28.14,99.39,685.61,79.96,3.78,10.56,90.08,2642.83,No
5.781,5.587,18.87,90.9,48.78,7.04,19.46,46.28,34.22,27.46,9.49,25.44,36.55,203.42,48.35,7.24,28.1,22.17,24.91,32.07,6.63,15.45,28.58,211.82,39.16,7.6,22.11,33.39,474.37,Yes
2.916,2.455,46.7,227.6,69.27,5.8,0.57,73.16,391.24,66.0,2.39,-0.27,86.47,593.74,87.55,5.86,25.97,73.35,408.2,88.88,3.9,3.1,77.6,656.34,77.92,4.49,7.34,77.64,2049.52,No
4.5,6.028,16.57,21.0,24.64,11.28,17.64,26.11,185.24,21.06,9.41,24.03,41.75,41.99,15.64,10.93,32.72,31.73,42.55,12.14,9.65,29.31,38.64,254.88,18.37,10.32,25.92,34.56,524.66,Yes
1.833,1.827,57.55,137.9,50.2,2.33,0.19,95.89,721.01,74.12,2.55,21.95,76.79,486.74,55.05,2.68,25.58,97.91,652.15,86.15,1.85,39.41,98.41,724.6,66.38,2.35,21.78,92.25,2584.5,No
3.069,2.488,25.34,369.6,85.62,3.77,12.1,85.89,520.18,85.03,3.5,-0.91,89.29,632.71,68.54,5.25,37.15,75.25,714.1,72.04,4.34,35.7,85.15,524.66,77.81,4.22,21.01,83.9,2391.65,No
1.666,1.788,55.64,104.5,84.64,4.61,23.39,91.92,619.6,72.78,2.3,42.07,99.16,619.23,59.86,2.69,19.83,92.74,625.42,75.74,4.08,-3.8,93.3,454.36,73.26,3.42,20.37,94.28,2318.61,No
2.251,2.649,38.81,392.2,65.5,3.21,44.78,83.32,581.73,75.13,4.82,8.34,75.11,657.78,70.78,5.48,27.21,86.93,401.42,86.52,4.12,27.0,78.04,730.03,74.48,4.41,26.83,80.85,2370.96,No
5.962,5.084,17.02,65.1,39.31,6.75,20.54,31.06,142.45,40.54,10.28,28.25,20.31,53.3,18.93,7.63,17.93,40.52,28.19,40.0,10.73,26.49,24.49,333.78,34.7,8.85,23.3,29.1,557.72,Yes
1.563,1.974,49.14,378.1,79.11,5.83,15.77,82.51,716.43,76.92,2.12,30.95,88.59,489.9,64.9,2.37,-1.42,98.28,443.63,59.69,3.88,31.21,92.11,515.65,70.16,3.55,19.13,90.37,2165.61,No
4.996,4.792,19.67,28.6,48.46,7.88,16.96,46.34,21.41,14.42,7.32,24.29,41.66,299.88,39.58,8.56,21.67,35.82,290.25,12.08,6.08,30.91,43.86,49.08,28.64,7.46,23.46,41.92,660.62,Yes
6.458,4.741,17.4,63.8,25.13,9.76,21.1,50.9,103.4,12.04,11.47,32.66,68.54,268.7,37.31,9.35,17.52,29.46,108.55,45.61,7.04,33.46,46.14,268.34,30.02,9.4,26.18,48.76,748.99,Yes
1.597,3.011,47.51,218.0,99.62,1.75,5.83,84.52,496.18,96.2,2.64,15.51,88.78,405.42,87.84,4.61,18.7,98.67,592.25,84.76,5.55,28.32,82.95,384.29,92.1,3.64,17.09,88.73,1878.14,No
4.61,6.417,24.58,24.8,23.92,11.37,34.33,42.17,120.37,31.04,10.13,20.47,56.82,19.37,11.97,8.32,22.07,35.78,184.13,22.83,7.15,21.19,68.75,154.17,22.44,9.24,24.52,50.88,478.04,Yes
5.546,4.922,19.63,74.7,11.47,7.51,29.27,64.76,191.88,31.28,6.64,23.95,46.63,90.93,20.77,8.26,15.4,36.1,79.29,23.1,6.72,32.81,49.68,254.66,21.66,7.28,25.36,49.29,616.76,Yes
3.917,3.246,49.74,281.3,90.57,5.45,43.08,72.97,704.87,61.25,2.38,12.27,90.25,599.22,55.46,4.7,16.98,70.07,530.44,75.82,0.41,2.56,99.81,701.7,70.78,3.24,18.72,83.28,2536.23,No
5.569,4.805,17.46,0.9,19.42,6.83,27.24,28.33,198.24,33.6,7.79,15.7,21.86,9.88,39.56,7.91,30.93,41.59,169.87,30.52,10.28,20.47,26.08,208.52,30.78,8.2,23.58,29.46,586.51,Yes
2.218,3.851,52.55,394.2,94.42,4.62,9.34,87.52,690.86,59.04,0.98,2.95,75.83,413.71,91.88,4.91,2.57,91.17,610.12,63.81,1.36,7.53,91.92,494.74,77.29,2.97,5.6,86.61,2209.43,No
3.312,3.151,31.71,255.5,65.64,0.57,24.24,99.81,584.85,77.26,0.24,1.96,85.4,744.44,93.83,2.04,22.15,86.58,632.01,84.39,4.74,-3.75,98.31,401.27,80.28,1.9,11.15,92.52,2362.57,No
5.448,6.223,20.69,63.2,30.75,6.31,19.66,44.6,116.34,17.27,9.02,21.46,32.91,173.99,15.33,11.57,32.35,55.38,39.83,41.04,10.85,30.36,25.7,241.47,26.1,9.44,25.96,39.65,571.63,Yes
4.249,4.608,22.22,85.6,43.21,8.38,28.36,30.25,109.93,45.85,6.08,16.71,30.39,9.95,17.26,9.5,23.43,64.63,306.54,23.67,7.56,22.59,49.51,100.52,32.5,7.88,22.77,43.7,526.94,Yes
5.349,4.457,19.39,80.0,28.48,6.89,29.48,29.34,276.96,29.17,8.72,32.03,55.43,12.34,21.85,11.23,15.37,47.26,272.93,34.87,10.56,29.51,54.6,308.08,28.59,9.35,26.6,46.66,870.31,Yes
3.904,3.941,49.75,401.8,78.17,4.53,37.99,84.58,607.45,76.87,3.37,39.5,80.67,453.07,72.81,1.25,19.92,97.11,606.54,92.77,1.0,40.04,88.05,386.91,80.16,2.54,34.36,87.6,2053.97,No
3.348,2.199,42.27,230.9,75.35,2.08,44.71,80.72,610.14,94.42,3.83,23.29,87.08,561.17,90.38,0.3,39.26,87.59,693.33,50.52,5.22,1.01,91.64,531.2,77.67,2.86,27.07,86.76,2395.84,No
4.062,4.942,23.96,27.5,20.92,7.82,27.25,41.92,272.53,45.8,10.05,19.09,66.63,99.18,16.0,6.54,26.27,25.69,52.04,22.0,7.69,27.08,60.84,285.51,26.18,8.02,24.92,48.77,709.26,Yes
1.991,1.532,30.28,117.1,71.58,1.35,16.02,79.88,576.76,86.19,2.88,-1.9,70.53,454.96,71.25,0.27,11.39,96.61,408.76,97.43,5.14,36.59,95.91,405.02,81.61,2.41,15.52,85.73,1845.5,No
3.268,3.516,46.59,336.7,70.36,3.82,0.76,90.54,413.96,93.09,3.03,21.52,87.55,666.02,73.92,2.57,9.42,73.84,446.38,50.03,5.22,33.25,76.56,375.9,71.85,3.66,16.24,82.12,1902.26,No
6.467,4.756,15.31,16.6,25.8,7.9,16.94,41.63,126.79,14.9,7.78,32.73,35.1,267.73,34.48,8.56,19.78,38.45,222.04,24.03,7.29,17.33,63.99,165.12,24.8,7.88,21.7,44.79,781.68,Yes
3.506,3.511,46.66,331.8,95.75,1.06,25.83,71.49,427.82,71.86,4.93,31.66,99.22,391.82,69.07,0.95,-3.15,77.93,466.68,71.0,0.84,19.43,97.6,655.57,76.92,1.94,18.44,86.56,1941.89,No
4.083,4.671,19.7,7.7,38.24,8.36,20.45,20.17,269.94,43.35,8.37,26.28,31.38,233.32,10.49,8.93,27.88,65.91,143.0,40.61,9.59,33.54,39.92,119.66,33.17,8.81,27.04,39.34,765.92,Yes
2.651,2.589,44.13,395.1,64.14,2.6,34.64,97.68,709.25,73.88,3.13,21.46,96.06,689.98,65.58,0.98,13.95,78.65,731.54,63.3,1.09,39.97,72.59,472.6,66.72,1.95,27.5,86.24,2603.37,No
2.969,3.892,45.09,163.5,75.88,2.37,18.97,75.91,562.81,57.5,4.46,24.7,72.36,708.61,80.82,1.9,-2.72,88.97,515.04,95.38,0.21,-3.04,98.48,736.83,77.4,2.24,9.48,83.93,2523.29,No
1.995,1.746,49.17,429.1,92.52,3.85,36.66,91.02,407.77,88.1,1.08,6.83,81.84,492.96,66.08,1.02,9.69,70.59,552.34,88.43,5.17,36.02,82.49,648.91,83.78,2.78,22.3,81.48,2101.98,No
1.955,2.441,53.65,349.5,97.88,5.43,2.56,71.28,524.66,76.1,3.09,1.71,73.74,392.57,92.54,5.69,0.78,76.39,408.7,93.88,5.75,8.09,79.11,511.0,90.1,4.99,3.28,75.13,1836.93,No
2.754,1.571,41.54,459.5,87.43,5.66,6.33,85.93,494.47,74.69,3.34,-3.19,77.0,639.29,88.65,3.42,8.54,82.15,411.01,97.66,5.21,-1.72,74.99,592.91,87.11,4.41,2.49,80.02,2137.68,No
1.502,3.255,34.33,167.9,63.71,5.8,39.6,76.41,418.89,68.21,3.55,38.36,98.98,656.68,79.95,0.85,-1.3,87.88,577.15,92.3,1.94,-3.02,82.71,738.44,76.04,3.03,18.41,86.49,2391.16,No
3.135,2.224,59.56,480.1,78.72,5.06,8.07,82.48,443.99,76.01,2.98,5.64,90.18,419.17,53.08,2.31,15.49,79.59,471.73,66.94,0.98,15.17,97.14,459.16,68.69,2.83,11.09,87.35,1794.05,No
3.371,2.383,51.26,420.3,57.57,3.97,38.14,79.7,405.12,51.36,0.66,-4.79,79.81,487.25,55.52,3.91,44.6,97.03,469.82,88.5,5.62,40.32,96.54,669.92,63.24,3.54,29.57,88.27,2032.11,No
4.056,4.842,23.65,4.3,27.16,10.57,34.06,69.27,158.24,48.02,6.21,29.92,52.14,93.57,30.29,6.78,32.43,37.89,234.77,16.35,7.24,34.84,57.65,360.74,30.46,7.7,32.81,54.24,847.32,Yes
2.125,3.236,57.31,436.5,59.92,1.9,20.84,87.15,447.68,61.5,4.55,31.52,95.18,724.85,65.41,5.16,28.3,98.73,477.03,63.48,4.23,41.42,94.74,647.64,62.58,3.96,30.52,93.95,2297.2,No
5.329,4.082,19.76,40.8,16.45,9.94,34.42,48.11,268.03,12.74,8.51,17.33,50.64,351.93,36.47,6.46,22.09,47.53,151.2,43.35,10.89,27.24,38.67,95.75,27.25,8.95,25.27,46.24,866.91,Yes
4.918,6.152,21.34,21.5,23.45,11.08,22.73,46.79,243.35,23.91,7.76,24.51,30.74,106.58,12.48,7.82,21.41,68.09,221.15,41.5,6.27,17.13,60.73,233.83,25.34,8.23,21.44,51.59,804.91,Yes
3.746,2.044,39.91,488.8,91.34,0.65,20.43,91.9,636.9,88.04,2.74,3.8,83.95,617.96,80.43,0.42,-1.75,98.96,431.93,64.72,4.61,15.48,75.44,550.21,81.13,2.1,9.49,87.56,2237.0,No
6.445,5.067,18.92,46.4,13.05,9.32,21.57,26.07,174.85,10.14,8.41,17.11,21.21,309.18,46.65,7.25,25.79,33.9,185.09,27.47,7.61,29.01,26.32,19.9,24.33,8.15,23.37,26.88,689.02,Yes
2.225,2.055,59.85,408.9,62.48,0.4,29.85,79.09,458.0,86.75,4.08,19.07,98.28,629.86,94.67,1.14,9.83,73.14,489.22,98.59,5.78,33.02,85.63,667.79,85.62,2.85,22.94,84.04,2244.87,No
6.392,4.058,20.38,21.8,32.32,8.8,26.52,47.55,360.04,32.09,11.08,21.4,41.91,176.41,21.15,8.28,26.97,49.01,238.66,24.07,7.89,27.23,26.64,94.89,27.41,9.01,25.53,41.28,870.0,Yes
6.045,4.137,21.99,43.9,39.25,11.56,30.0,42.1,56.62,42.25,8.76,16.51,55.95,109.44,11.96,11.42,24.66,34.05,268.64,45.44,6.0,28.76,58.35,78.72,34.72,9.44,24.98,47.61,513.42,Yes
5.492,6.499,22.69,39.8,43.1,7.02,15.61,30.22,127.65,30.42,9.69,33.21,45.49,187.98,12.01,6.21,26.02,41.91,314.69,16.43,6.15,23.98,31.87,18.61,25.49,7.27,24.7,37.37,648.93,Yes
3.444,2.326,57.59,346.9,71.81,3.39,17.86,97.17,546.76,55.2,3.58,26.15,92.96,724.98,72.15,2.11,19.54,97.01,742.49,98.56,1.38,19.84,77.78,512.99,74.43,2.62,20.85,91.23,2527.22,No
3.148,3.969,26.1,285.6,99.41,5.86,11.54,70.0,595.03,93.35,1.95,41.71,79.98,603.83,86.1,2.07,12.61,84.1,688.21,55.04,3.79,28.87,86.74,725.94,83.48,3.42,23.68,80.2,2613.01,No
5.228,5.706,16.02,32.8,13.01,6.44,18.92,44.26,294.29,29.42,8.01,16.65,47.51,101.73,34.6,11.86,17.23,30.61,177.41,48.74,10.63,32.96,36.69,372.01,31.44,9.24,21.44,39.77,945.44,Yes
1.5,3.748,27.86,485.7,56.54,3.63,44.97,74.15,533.98,89.02,0.19,29.49,72.41,463.7,58.0,5.44,4.02,71.21,595.36,67.31,2.43,0.95,92.45,600.58,67.72,2.92,19.86,77.55,2193.62,No
3.095,2.648,58.76,187.6,79.39,4.2,36.28,82.21,632.6,65.16,2.61,39.78,98.5,644.56,68.72,4.92,-3.71,73.08,623.02,64.56,5.71,16.8,82.88,629.28,69.46,4.36,22.29,84.17,2529.46,No
2.104,3.341,54.33,444.7,63.51,3.97,6.52,88.68,707.7,52.04,5.91,36.35,92.85,634.26,88.51,5.97,33.51,80.55,605.22,66.85,5.82,40.01,87.03,667.98,67.73,5.42,29.1,87.28,2615.16,No
6.274,5.805,20.33,87.0,15.23,10.74,17.5,59.71,103.41,45.08,11.66,17.98,43.13,367.87,29.34,11.18,26.77,38.77,107.17,18.13,10.57,22.73,45.56,184.62,26.94,11.04,21.24,46.79,763.07,Yes
1.54,1.709,42.68,160.0,88.94,1.65,-0.11,77.06,508.91,51.77,0.85,11.19,79.31,675.15,92.16,1.16,1.2,89.02,676.73,98.19,0.04,15.68,92.02,685.71,82.76,0.92,6.99,84.35,2546.5,No
3.982,3.798,48.91,436.6,62.79,3.73,-1.97,91.22,738.7,93.04,3.21,34.44,98.32,456.01,89.66,1.62,38.85,72.95,441.83,86.03,1.05,2.9,86.66,688.12,82.88,2.4,18.56,87.29,2324.66,No
5.889,6.201,24.64,32.5,41.95,7.26,25.91,28.99,130.27,47.25,6.88,27.65,49.65,45.28,23.04,9.38,18.74,60.03,364.56,18.59,7.12,24.1,57.39,105.6,32.71,7.66,24.1,49.02,645.71,Yes
2.166,2.251,31.45,224.8,71.24,0.31,1.37,72.89,392.37,74.07,2.0,41.77,73.08,722.26,54.33,3.72,7.39,94.8,398.05,97.63,0.28,7.06,83.93,658.52,74.32,1.58,14.4,81.18,2171.2,No
1.842,3.194,27.07,234.0,92.34,4.65,27.24,96.11,640.98,75.97,5.88,29.74,88.04,528.33,95.12,1.77,-4.54,75.9,416.07,65.95,4.96,27.58,75.07,670.81,82.34,4.32,20.0,83.78,2256.19,No
5.95,4.099,19.81,10.5,19.68,11.92,17.85,44.94,231.81,38.1,9.36,15.2,36.32,194.14,13.51,8.1,15.66,23.93,148.85,15.31,9.41,28.79,60.03,75.06,21.65,9.7,19.38,41.3,649.86,Yes
4.624,4.658,15.01,87.1,41.7,9.76,30.01,27.6,171.87,24.05,6.56,24.72,66.04,15.02,21.66,7.25,19.76,65.42,175.53,28.65,10.56,18.09,44.36,161.24,29.02,8.53,23.15,50.86,523.66,Yes
4.97,4.4,18.98,58.0,47.92,6.41,25.15,36.45,190.62,10.96,7.88,31.4,47.7,168.97,21.42,7.79,22.66,61.78,362.7,27.55,8.36,31.93,41.35,207.01,26.96,7.61,27.78,46.82,929.3,Yes
2.701,3.476,49.4,407.9,64.4,4.23,25.29,83.7,516.88,66.58,0.06,3.48,71.77,693.13,93.0,5.08,35.9,76.64,559.42,95.39,4.56,-4.91,83.78,379.0,79.84,3.48,14.94,78.97,2148.43,No
6.393,5.068,19.75,89.8,31.0,10.24,20.04,42.34,46.29,18.24,6.01,15.79,68.86,90.88,36.53,11.03,26.01,27.66,273.04,34.01,10.39,30.39,68.77,215.09,29.94,9.42,23.06,51.91,625.3,Yes
2.544,2.826,36.08,363.2,65.91,1.34,-0.95,71.73,489.74,86.82,1.23,9.96,97.16,614.68,95.99,5.47,-1.83,98.65,394.19,96.28,3.28,21.66,91.4,704.7,86.25,2.83,7.21,89.73,2203.31,No
2.162,3.266,54.92,109.2,78.29,0.22,-0.74,91.15,650.85,90.7,2.85,37.99,75.01,468.64,56.73,4.79,6.43,74.67,608.67,53.85,0.27,0.34,70.01,636.37,69.89,2.03,11.0,77.71,2364.53,No
3.529,2.522,46.37,282.2,95.17,0.21,31.47,89.57,618.57,70.7,0.09,29.46,94.88,406.96,72.08,0.98,25.55,93.57,625.01,65.9,0.84,34.71,79.72,383.3,75.96,0.53,30.3,89.44,2033.84,No
6.251,5.583,18.39,34.9,39.04,11.38,32.74,58.99,240.76,13.37,6.97,32.97,50.32,3.45,14.06,9.98,15.1,28.04,205.78,37.68,9.91,19.49,55.61,88.97,26.04,9.56,25.08,48.24,538.96,Yes
2.092,2.612,47.16,354.6,89.59,1.72,33.52,83.21,626.31,72.79,5.69,3.97,90.25,591.2,58.64,0.4,34.96,74.72,444.94,98.92,4.3,7.52,87.73,575.29,79.98,3.03,19.99,83.98,2237.74,No
1.973,2.721,47.47,232.8,86.99,4.23,16.05,72.64,379.34,68.47,0.49,34.08,80.03,624.79,67.32,4.78,39.42,95.13,556.68,54.2,2.23,16.22,98.81,587.06,69.24,2.93,26.44,86.65,2147.87,No
2.679,2.342,38.1,248.4,98.62,1.4,35.9,91.25,377.09,99.66,4.54,29.12,82.16,583.2,62.66,0.21,36.8,96.89,435.93,89.35,4.45,3.92,82.65,533.53,87.57,2.65,26.44,88.24,1929.75,No
6.345,4.134,20.01,37.5,35.03,10.76,20.61,47.84,265.77,15.38,10.88,27.12,67.48,127.32,14.33,9.04,16.72,68.48,14.51,40.14,9.15,22.37,23.29,233.31,26.22,9.96,21.7,51.77,640.91,Yes
4.422,5.152,18.07,3.5,22.93,9.26,26.03,37.83,167.74,48.62,8.26,20.16,32.17,171.66,40.38,7.24,29.19,21.06,157.1,41.03,8.03,26.27,30.25,278.25,38.24,8.2,25.41,30.33,774.75,Yes
1.694,3.156,56.53,487.7,60.83,4.49,41.32,72.74,530.26,95.97,1.22,41.69,85.82,412.46,72.49,1.96,9.11,86.24,556.35,74.1,0.53,35.12,84.44,682.84,75.85,2.05,31.81,82.31,2181.91,No
6.08,4.656,23.85,69.1,36.65,8.19,16.19,61.5,64.09,24.89,9.6,24.65,29.93,52.73,14.93,11.18,15.63,68.85,74.45,14.41,9.46,16.6,50.12,318.98,22.72,9.61,18.27,52.6,510.25,Yes
2.643,3.47,54.88,265.2,89.81,5.96,30.83,91.86,716.08,66.91,0.07,44.35,84.71,669.63,90.62,2.39,22.06,86.2,457.58,55.88,3.26,1.01,80.38,444.78,75.81,2.92,24.56,85.79,2288.07,No
5.028,4.586,20.14,79.7,43.3,11.08,21.77,59.67,79.57,39.54,11.69,15.27,42.02,242.91,38.07,7.06,34.44,50.76,61.63,10.82,10.7,16.59,27.05,215.56,32.93,10.13,22.02,44.88,599.67,Yes
1.832,3.841,27.85,131.4,91.78,3.85,12.58,74.97,706.56,99.43,0.3,22.71,77.84,687.15,67.3,4.29,21.98,86.25,696.75,73.52,5.07,13.17,75.24,545.8,83.01,3.38,17.61,78.58,2636.26,No
1.721,2.974,58.47,435.0,88.72,4.36,39.86,92.59,610.08,68.23,0.61,18.05,97.74,593.66,59.23,3.89,18.27,97.94,435.35,85.6,4.09,44.18,86.95,701.84,75.44,3.24,30.09,93.8,2340.93,No
5.96,4.831,20.91,71.6,45.56,11.01,27.17,39.42,188.7,40.75,11.27,17.08,39.24,291.04,27.27,7.99,23.23,50.14,374.93,29.72,7.25,18.26,22.12,209.56,35.83,9.38,21.44,37.73,1064.23,Yes
4.839,6.44,23.74,32.9,33.51,11.08,23.83,20.9,27.94,30.42,11.82,28.86,23.55,71.01,40.85,11.05,27.35,52.22,10.63,43.14,10.73,20.18,55.43,80.57,36.98,11.17,25.06,38.02,190.15,Yes
3.388,3.133,28.65,220.6,75.36,1.83,5.37,96.09,655.42,67.26,4.59,26.38,70.11,517.6,64.52,1.31,7.58,98.27,557.37,92.39,1.29,3.72,96.66,560.89,74.88,2.26,10.76,90.28,2291.28,No
6.416,5.131,16.43,38.9,48.07,7.92,32.36,64.06,131.32,13.33,10.35,21.23,59.15,166.0,29.41,10.67,22.65,42.16,141.07,24.69,9.16,31.18,38.09,196.6,28.88,9.52,26.86,50.86,634.99,Yes
3.493,2.027,44.7,180.2,64.25,1.41,27.25,85.8,645.49,61.0,0.05,29.03,73.45,467.36,65.28,4.48,26.29,75.53,599.21,85.41,2.33,7.3,90.37,604.08,68.98,2.07,22.47,81.29,2316.14,No
2.802,3.971,26.2,284.5,69.3,2.04,11.59,96.85,382.12,88.75,1.52,14.16,82.6,489.27,54.68,0.69,9.91,94.65,425.49,87.13,1.73,39.17,82.85,439.4,74.96,1.5,18.71,89.24,1736.28,No
3.224,2.466,54.69,484.2,78.47,2.74,37.14,70.73,423.38,92.28,4.39,15.81,96.67,506.8,81.69,3.81,4.22,78.55,718.5,59.17,1.04,18.98,72.77,710.48,77.9,3.0,19.04,79.68,2359.16,No
4.353,5.427,16.85,27.9,18.75,7.1,31.51,34.29,347.67,48.8,9.43,17.86,38.73,299.15,24.7,6.52,26.14,62.26,298.47,17.0,10.04,19.41,30.91,327.78,27.31,8.27,23.73,41.55,1273.07,Yes
6.092,4.069,23.34,14.0,45.46,10.38,18.29,48.29,117.25,17.13,11.16,23.07,39.93,63.71,25.32,11.23,22.26,67.58,354.87,15.8,7.06,32.25,39.64,1.64,25.93,9.96,23.97,48.86,537.47,Yes
6.218,4.123,16.36,8.2,43.72,6.06,32.23,42.56,1.51,26.07,7.12,27.49,53.97,182.82,11.62,9.94,31.84,56.02,311.23,18.02,11.33,21.44,20.67,316.27,24.86,8.61,28.25,43.31,811.83,Yes
2.749,1.896,58.39,164.6,88.07,2.05,23.69,71.42,451.88,72.22,4.06,33.88,70.9,432.18,86.49,4.88,6.83,76.89,408.01,57.51,0.05,24.49,97.12,431.09,76.07,2.76,22.22,79.08,1723.16,No
3.683,2.86,40.35,424.2,62.18,5.16,21.94,97.0,450.6,96.8,4.13,25.92,82.66,733.62,72.2,2.99,34.07,78.55,484.31,88.76,0.77,36.15,88.76,577.16,79.98,3.26,29.52,86.74,2245.69,No
