Slope,Elevation,TurbulenceIntensity,Quarter1-AirTemperature,Quarter1-RelativeHumidity,Quarter1-Precipitation,Quarter1-WindSpeed,Quarter1-WindGustSpeed,Quarter1-AirPressure,Quarter2-AirTemperature,Quarter2-RelativeHumidity,Quarter2-Precipitation,Quarter2-WindSpeed,Quarter2-WindGustSpeed,Quarter2-AirPressure,Quarter3-AirTemperature,Quarter3-RelativeHumidity,Quarter3-Precipitation,Quarter3-WindSpeed,Quarter3-WindGustSpeed,Quarter3-AirPressure,Quarter4-AirTemperature,Quarter4-RelativeHumidity,Quarter4-Precipitation,Quarter4-WindSpeed,Quarter4-WindGustSpeed,Quarter4-AirPressure,Yearly-AirTemperature,Yearly-RelativeHumidity,Yearly-Precipitation,Yearly-WindSpeed,Yearly-WindGustSpeed,Yearly-AirPressure,Label
8.91,1321.77,17.96,-38.95,155.61,3491.41,2.71,14.28,1057.47,41.27,160.89,3910.39,0.47,23.12,1055.24,49.77,99.12,2945.12,2.38,10.98,1054.53,42.73,143.04,2592.24,3.17,25.74,1054.53,-31.37,157.65,2079.15,2.7,5.27,1051.66,No
3.79,621.57,16.17,46.71,112.34,2039.36,0.12,14.92,1053.58,-33.52,116.36,2942.85,3.49,46.24,1058.35,43.58,165.01,2635.03,2.16,10.77,942.1,-33.59,170.74,2675.19,0.21,15.66,1055.19,46.31,118.49,2906.91,1.34,7.06,1055.88,No
13.21,990.86,14.77,-32.29,148.88,2334.74,2.46,4.18,1059.63,42.79,169.91,3819.11,0.57,4.73,943.91,46.72,141.35,3825.96,2.72,24.93,1056.76,-37.74,167.24,3610.28,2.77,38.34,940.81,46.69,136.05,3430.89,3.15,39.42,948.34,No
11.38,727.53,9.98,-38.33,159.18,2879.02,1.64,38.75,1057.16,47.04,106.02,3318.3,1.11,6.82,1053.11,44.78,120.52,3976.57,2.6,44.22,1054.74,47.51,168.76,2402.41,0.01,8.06,1051.13,47.82,177.63,2185.07,1.23,37.91,1052.33,No
15.07,2045.63,22.73,34.69,7.21,1656.13,4.75,64.1,994.49,39.7,2.14,893.25,6.37,58.44,1041.66,-5.38,24.09,1474.8,6.6,94.32,1044.24,16.81,38.79,333.25,5.64,67.34,1049.37,-16.95,45.3,55.83,6.72,76,978.61,Yes
17.48,2387.69,26.72,-2.45,85.85,1546.1,7.42,91.77,993.2,-24.08,42.73,702.6,5.01,90.55,1033.05,38.67,85.45,712.76,6.17,93.48,1039.14,-22.12,51.19,165.77,5.76,71.79,990.23,11.89,52.85,1569.06,6.59,81.86,1004.64,Yes
1.13,256.27,11.14,-39.18,95.35,3641.66,2.7,48.41,1059.1,-32.77,138.3,3797.28,0.73,21.27,946.49,-32.43,152.49,3437.91,3.06,1.02,946.03,45.35,169.25,3559.02,2.4,48.7,948.93,44.89,112.61,3940.15,1.54,26.36,1053.01,No
9.81,344.46,17.42,-37.03,117.2,3686.36,0.01,21.75,947.06,-39.99,136.24,2342.61,2.99,22.13,941.85,43.89,117.37,3229.66,2.7,18.95,1053.7,-35.41,102.99,3607.25,1.59,34.45,948.53,-32.5,112.47,3085.6,2.94,32.06,944.67,No
18.27,2604.42,32.89,-15.84,33.29,845.16,6.04,91.35,950.34,15.24,0.04,563.52,5.73,74.48,1014.31,28.5,70.59,1622.44,4.13,66.28,981.7,-1.53,1.48,1513.07,7.02,88.27,977.59,-27.2,67.88,869.01,7.1,77.42,1025.1,Yes
27.52,2354.77,32.48,18.77,29.43,768.59,7.5,86.21,963.54,20.74,45.86,233.66,4.13,85.68,968.97,-26.15,66.42,1809.38,5.31,59.05,1028.42,11.5,58.92,1047.08,5.15,55.82,970.81,-28.73,51.68,1524.13,7.05,83.33,992.03,Yes
21.08,2911.18,36,29.27,53.85,813.52,5.91,91.2,957.09,9.95,51.62,1963.36,4.71,75.89,985.24,11.04,87.89,992.85,7.88,71.92,1015.23,22.27,2.93,1089.83,4.18,79.64,984.78,30.03,38.85,406.64,4.6,89.2,967.62,Yes
3.53,295.13,16.38,-33.75,144.78,2425.78,1.16,13.11,1051.74,47.01,101.82,2238.4,0.71,18.69,1055.03,48.01,148,2634.4,3.25,1.79,942.99,-35.39,104.21,3953.97,1.2,10.67,1059.01,43.78,130.4,2235.28,3.1,3.11,942.85,No
4.31,88.42,0.04,44.51,158.53,2795.95,1.11,37.19,1053.8,49.79,178.72,2129.41,2.97,23.83,1059.41,46.67,97.01,2014.67,2.43,22.11,940.96,-38,120.04,2746.7,1.95,21.64,1059.33,41.65,101.36,2459.3,0.43,34.33,1056.12,No
12.81,940.45,13.46,-31.76,170.53,2893.73,2.38,32.64,1058.07,-37.85,134.19,2318.59,2.12,43.97,940.48,46.7,159.93,3342.05,1.53,37.26,1051.88,-31.67,140.98,2362.27,3.5,37.6,1053.28,-35.35,92.52,2712.6,2.76,31.63,941.44,No
0.14,1031.24,1.68,-33.64,153.92,3727.42,1.87,32.74,940.86,42.9,132.31,2727.09,0.41,41.25,940.31,-36.39,158.63,3008.27,1.26,31.5,947.72,42.14,104.66,3490.86,0.22,18.13,947.76,44.32,163.88,2157.25,2.58,29.8,1057.48,No
20.43,2285.47,30.78,30.11,87.02,379.9,7.11,98.47,1011.53,33.33,23.42,21.11,6.73,62.37,996.08,8.07,70.76,1478.67,6.36,74.45,978.24,23.21,28.54,1891.17,5.87,87.5,980.33,-5,15.06,108.56,7.87,98.71,954.02,Yes
1.54,425.91,4.32,-32.49,134.09,3620.25,1.58,8.75,1058.95,49.02,126.92,3549.29,0.84,12.47,1057.88,-38.49,112.43,2428.72,3.02,7.11,1058.38,-33.21,122.72,2015.88,0.91,32.42,1058.05,-31.73,138.02,3441.61,3.31,9.79,1056.23,No
19.93,1732.43,35.66,13.7,56.94,324.22,4.89,67.82,977.3,38.7,63.5,1458.51,6.54,77.19,950.07,-7.47,20.09,483.11,4.48,67.83,996.46,12.49,7.32,1623.11,7.26,86.28,1021.06,37.73,29.22,1398.26,4.36,58.89,960.99,Yes
10.68,47.58,7.37,-38.15,136.58,2720.25,3.02,35.97,1058.25,42.68,163.23,2187.68,3,20.18,1056.99,49.28,102.89,2595.01,1.01,33.62,1052.97,45.5,91.94,3876.77,2.5,27.24,1055.12,-32.22,161.14,2237.95,2.01,48.36,1052.47,No
11.69,1214.56,12.24,-32.59,170.98,3755.39,2.55,48.52,1053.77,49.44,141.99,2346.89,0.91,23.35,943.39,-32.53,105.98,3317.71,0.25,39.47,1057.35,46.3,145.57,2518.61,0.33,15.87,946,42.25,167.33,2451.32,0.69,33.78,1052.31,No
21.52,2023.96,29.07,-15.19,13.26,894.97,7.93,82.64,987.37,-26.24,54.09,751.11,6.33,98.19,967.56,-14.4,61.86,176.04,4.81,58.37,976.78,5.04,77.52,1783.85,6.66,83.08,1023.86,-3.29,70.93,123.35,6.22,77.94,1038.71,Yes
11.66,520.51,0.36,-32.22,150.41,2190.26,0.97,45.04,1058.3,-37.44,120.84,2700.27,3.26,15.47,947.68,45.63,148.47,2250.23,1.98,33.78,1059.26,47.31,140.27,3598.33,1.59,13.66,1058.95,42.75,164.85,2806.45,0.49,46.05,948.02,No
3.11,671.23,8.52,44.36,168.04,3320.9,1.02,9,1055.77,49.91,122.08,2468.05,3.4,14.17,1051.98,42.33,149.41,3082.14,1.85,41.88,1052.16,48.02,107.19,3448.5,2.08,31.29,946.05,47.31,129.5,3738.36,2.94,7.24,1052.06,No
16.99,2219.83,32.49,-17.98,78.52,117.27,7.63,91.49,999.48,39.31,18.68,1094.16,4.14,87.37,1000.73,-24.62,84.51,964.06,4.63,90.58,973.36,29.82,1.41,1467.07,6.24,54.55,1033.08,12,37.81,478.89,7.82,62.9,1033.53,Yes
7.53,465.83,3.26,42.6,162.91,3837.23,1.38,3.53,945.42,41.6,178.37,3832.27,1.09,34.58,942.45,48.44,110.76,3268.31,2.83,24.45,1054.68,-37.21,134.03,3884.11,3.38,35.04,944.98,-38.36,111.47,2815.43,0.7,15.87,1058.4,No
16.82,2991.35,22.55,-26.05,6.31,1858.56,6.07,60.61,950.47,-26.56,83.21,1929.84,7.72,79.69,989.85,7.62,61.8,407.63,6.03,91.43,954.34,-29.5,30.44,520.6,6.21,78.95,970.01,-22.52,50.8,1993.79,6.35,94.86,997.71,Yes
7.74,117.21,8.25,48.23,153.34,2015.56,3.18,17.64,1054.63,-37.46,160.57,3755.54,1.59,25.26,944.27,-39.28,106.24,3319.34,0.38,16.76,1053.9,-34.24,117.01,2232.43,2.48,39.44,1055.89,-36.12,122.2,2699.24,1.59,32.56,941.85,No
26.97,2479.29,33.81,4.34,46.66,1270.27,7.82,55.77,987.15,13.62,14.64,1075.36,7.98,77.32,954.34,13.01,35.09,1855.87,4.51,69.83,1041.3,22.69,71.18,142.31,7.93,99.39,993,-1.81,53.07,830.62,6.7,51.12,1010.9,Yes
9.45,137.76,10.43,-39.39,92.84,2406.43,1.67,16.44,947.63,43.36,178.23,3006.88,2.87,48.9,1057.16,41.85,112.74,2738.75,1.77,20.2,943.88,-32.44,103.28,3135.81,1.05,34.78,1058.31,-36.56,146.75,3336.86,1.89,16.11,946.48,No
23.08,2976.02,24.59,28.94,58.92,1735.58,5.09,91.69,975.78,11.88,42.54,1530.66,6.98,70.69,999.5,-2.77,42.67,677.07,6.18,64.39,1037.12,-21.25,16.21,1630.07,6.49,50.6,1025.96,35,18.02,1347.63,5.9,73.03,954.96,Yes
28.83,2551.64,39.67,16.52,20.02,508.13,5.17,80.39,1038.6,23,64.78,1038.61,4.03,68.63,1039.1,-5.51,13.43,1738.25,7.99,57.45,1040.63,3.16,37.15,838.62,4.15,97.19,1019.46,16.38,81.49,88.44,4.55,82.72,1026.7,Yes
4.18,913.13,17.69,49.21,148.57,3455.17,0.34,42.28,946.06,-35.25,97.55,2378.25,1.3,6.88,1059.87,-38.97,108.44,3628.03,1.01,8.03,940.25,49.23,116.01,2965.32,0.09,30.99,1056.96,-33.02,125.6,2037.42,2.66,26.24,1052.99,No
0.75,321.94,12.5,43.04,101.4,2585.13,1,14.81,1059.68,41.57,142.94,2186.43,1.2,39.82,944.7,45.4,108.4,2113.77,1.59,33.78,946.13,46.44,129.58,2631.48,3.33,42.78,948.56,49.98,108.58,3674.74,0.43,18.94,1052.18,No
14.19,430.3,14.52,41.7,173.68,3920.65,1.64,1.44,940.48,42.81,97.43,2084.44,1.53,3.81,1058.87,46.19,155.63,2009.09,1.51,13.44,1057.6,45.94,135.74,3179.18,0.02,40.26,948.46,44.69,112.87,3169.21,1.04,49.44,1051.23,No
22.77,1867.64,28.55,30.79,29.69,500.18,6.96,60.94,1029.94,15.49,22.21,1082.54,5,63.13,1011.12,-2.36,47.47,1780.68,7.2,58.57,1037.59,24.04,32.01,1204.1,5.9,91.73,1015.09,-19.71,3.15,1500.16,6.05,78.01,1011.65,Yes
5.77,359.24,14.79,41.29,155.5,3835.41,1.86,11.92,945.01,49.57,146.02,2520.04,1.61,19.57,1055.95,-38.97,159.06,3496.69,0.66,42.44,1056.22,49.29,131.9,2348,3.29,36.59,945.39,-39.3,107.19,3638.18,3.32,3.6,944.12,No
2.64,1076.48,13.21,47.85,108.32,2056.49,2.22,21.26,941.72,47.3,101.85,2786.1,0.01,10.64,942.52,-31.93,143.15,3339.61,1.29,0.5,1057.91,48.01,93.78,2024.27,1.79,47.42,943.35,-35.09,160.6,2570.48,3.04,2.8,943.18,No
20.74,2510.72,20.61,-15.2,21.99,1479.93,5.14,99.55,977.03,34.01,50.02,570.04,5.61,89.33,970.08,-12.67,45.04,1029.06,5.59,90.57,1002.95,13.02,79.13,150.78,7.75,91.11,965.76,35.14,25.13,1026.98,7.35,50.61,969.41,Yes
25.4,1853.74,30.73,26.82,82.02,1062.18,7.15,76.49,1028.93,28.46,38.02,1987.37,6.92,78.23,1039.69,11.66,54.86,1826.31,6.7,79.23,965.54,-9.39,44.8,1237.56,6.96,99.56,965.49,33.9,86.37,1800.86,5.59,91.25,1036.84,Yes
19.77,2142.36,39.65,18.17,80.12,1340.25,5.55,55.29,991.28,12.57,35.01,570.85,5.37,86.41,961.44,10.53,38.82,1417.08,6.08,57.81,966.09,-1.55,37.79,309.62,7.34,73.85,1007.54,-19.75,28.98,1130.57,5.05,99.99,994.58,Yes
27.14,2305.16,25.14,37.97,54.87,1021.05,6.72,50.58,981.88,-22.08,54.99,1790.29,6.37,89.31,1006.25,23.16,18.64,27.42,6.25,71.03,1041.27,-1.81,56.54,1317.91,5.11,90.71,952.86,-10.78,66.35,575.57,4.82,66.02,1025.54,Yes
17.44,2679.71,21.09,-10.86,88.76,222.87,5.2,74.06,986.41,2.15,59.49,413.32,7.34,82.44,997.13,6.63,5.07,806.56,6.59,67.96,1021.73,-14.5,2.32,1364.11,4.47,63.54,1006.2,26.51,80.96,1746.88,4.37,90.43,1045.35,Yes
24.61,2500,34.95,1.28,29.13,1115.76,4.44,65.12,1044.67,-16.81,48.15,153.33,5.61,89.77,953.28,10.72,40.58,1378.28,5.12,57.18,1037.12,35.32,9.46,1407,5.2,70.99,958.89,2.17,38.55,1951.61,5.55,65.27,1021.75,Yes
11.66,675.65,6.47,46.02,133.94,2421.78,2.9,35.96,1052.27,-39.18,121.53,3401.71,1.42,19.96,943.69,46.72,167.17,3368.54,2.6,20.98,941.95,41.68,149.31,2192.39,2.49,16.69,947.53,-33.02,98.43,3365.58,2.23,33.43,948.02,No
4.46,854.48,0.61,-36.44,161.73,2074.67,1.9,24.82,941.15,42.4,103.11,3476.83,3.06,24.59,940.49,-36.92,147.68,3550.95,3.21,37.2,942,46.94,152.64,2253.76,2.67,19,943.39,41.06,178.14,3911.14,2.52,29.89,948.01,No
5.24,388.28,1.92,-36.79,106.42,3006.77,3.17,44.5,1056.72,46.47,151.25,3253.2,0.63,31.4,940.74,46.63,123.81,3490.3,0.14,9.21,946.29,43.8,108.93,2036.39,0.47,6.95,1052.27,-37.81,130.66,3988.34,2.58,16.25,1051.93,No
9.27,815.1,2.18,42.15,109.73,3990.86,0.03,24.29,942.78,41.81,122.77,3910.47,1.09,28.76,1054.61,-35.12,177.93,2047.66,2.14,23.15,1055.9,48.86,98.59,2712.93,1.84,25.69,943.09,-36.38,113.56,2480.97,1.14,17.84,947.57,No
27.66,2854.99,33.52,8.64,62.72,812.83,6.98,86.03,1042.85,9.06,37.24,671.64,5.98,68.63,1036.57,27.93,68.52,1779.52,6.3,59.11,1025.59,2.84,23.61,124.13,7.57,68.85,1034.07,11.37,68.18,1082.66,6.64,67.48,969.34,Yes
2.49,705.3,3.16,-31.85,146.03,3881.69,1.25,29.65,942.44,42.71,124.71,2966.69,0.84,8.16,1055.72,44.33,92.16,2417.82,2.26,44.46,1058.65,-31.97,170.98,3130.03,2.45,3.84,947.4,41.81,165.27,2031.63,0.45,11.86,943.82,No
22.67,2140.2,25.87,26.96,48.85,703.43,4.92,74.45,997.08,-7.78,11.93,758.74,6.61,68.08,1014.81,-26.92,68.94,1826.48,4.13,90.05,1020.6,2.76,16.31,1279.75,5.82,74.66,970.61,-12.22,5.09,81.75,7.14,88.78,1013.68,Yes
5.28,1198.35,4.92,-36.12,152.85,2054.18,1.77,15.59,940.18,46.11,128.69,3260.65,0.22,24.62,948.79,49.42,169.17,3795.53,0.9,17.44,1059.79,-38.68,93.24,3258.79,3.26,38.63,1051.53,-36.73,163.94,2543.89,1.23,1.54,1058,No
28.06,2012.36,39.16,-21.2,84.47,232.74,5.92,79.48,1040.56,31.56,81.76,125.66,6.85,58.48,1047.07,26.79,86,1566.02,6.4,71.88,1020.75,14.44,79.94,1927.71,5.65,56.48,1020.62,4.68,8.95,1516.47,7.7,55.7,1020.43,Yes
2.38,780.72,13.74,-35.69,132.2,3889.2,1.37,8.63,943.44,45.55,131.03,2148.76,1.55,47.78,941.31,-31.4,154.23,3993.56,0.54,18.2,948.44,-33.13,153.31,3986.48,0.5,13.64,940.41,-34.89,106.6,2444.09,1.31,45.09,942.16,No
18.67,2228.43,34.93,-24.81,89.38,1127.51,7.8,79.29,957.67,30.93,51.98,1365.94,7.06,72.44,978.45,19.42,35.45,1472.4,6.31,63.74,1015.8,-11.75,57.19,733.65,5.8,89.85,1021.34,30.8,86.36,611.65,6.26,60.82,1004.16,Yes
15.86,2185.91,28.23,-14.52,12.52,297.57,4.23,76.34,1020.66,33.6,36.52,246.35,4.16,55.67,961.18,-29.93,77.25,376.91,6.77,88.3,990.48,32.31,34.03,779.81,7.96,54.09,1041.01,38.62,57.66,1267.87,6.53,53.06,977.05,Yes
25.24,1627.21,24.21,20.38,65.16,808.18,7.43,51.18,1038.17,-16.81,25.87,1432.04,6.99,50.86,1002.21,31.07,49.79,1858.32,4.5,95.3,1039.78,6.67,33.62,801.26,5.08,76.38,1008.26,10.12,7.05,1126.36,7.47,62.17,1041.64,Yes
17.6,2131.91,24.62,30.46,30.16,165.49,5.73,66.44,990.72,30.18,25.31,623.84,6.66,85.6,991.59,8.68,88.73,89.43,6,81.58,990.26,28.03,41.76,110.63,6.8,50.75,983,35.6,56.52,479.98,5.22,56.47,975.63,Yes
3.84,308.72,1.63,-36.2,110.61,3725.35,0.56,16.79,1053.66,-33.97,151.03,3392.96,0.64,38.47,943.33,-32.58,122.19,3150.82,3.05,15.9,944.98,-33.99,107.23,3945.23,0.94,25.5,945.79,-39.74,104.61,3599.4,3.02,25.79,943.02,No
9.1,127.77,14.09,-37.5,158.66,3909.89,2.21,37.84,1057.99,-36.16,92.59,3636.39,2.44,27.43,945.56,45.9,148.97,3795.49,2.77,9.92,1055.34,41.87,135.04,2122.02,2.59,25.56,1056.59,-40,128.43,3986.35,1.11,28.24,1057.12,No
25.81,1950.95,21.13,-1.29,44.18,698.2,5.21,83.72,1030.38,9.61,82.59,1311.42,5.71,89.47,998.13,24.24,27.45,1704,6.09,70.07,1009.38,-11.08,71.27,1803.93,5.93,89.12,980.55,-10.49,0.22,58.61,4.85,53.47,1036.74,Yes
25.8,2294.24,21.54,23.42,37.58,1683.38,5.79,68.26,958.06,17.79,47.48,1260.67,4.64,78.51,995.1,-2.95,76.97,1280.87,7.1,55.14,1023.26,22.37,87.26,1261.42,6.84,57.54,984.79,-19.16,49.51,313.14,4.4,89.09,1032.81,Yes
5.15,174.8,17.53,-35.7,121.44,3742.45,2.82,43.89,947.16,-34.41,147.51,3817.68,0.13,33.12,942.76,-33.31,129.08,3687.34,3.38,7.72,944.62,42.36,166.03,3952.61,1.87,16.77,944.42,-36.89,134.13,2193.65,2.92,13.03,943.56,No
10.33,982.16,16.43,-32.5,96.89,2352.33,2.84,46.75,1052.56,43.47,98.76,3346.77,1.54,39.42,1052.05,43.79,138.67,2828.61,1.17,0.04,942.16,41.72,151.54,3547.55,3.46,3.07,947.53,-37.83,133.06,2767.05,2.4,2.26,1055.13,No
23.44,2507.52,27.16,39.68,15.34,261.59,5.66,64.16,974.92,15.28,27.64,1700.26,6.49,77.24,1010.44,4.4,44.78,235.23,4.03,99.08,1020.77,-14.53,37.18,1188.94,6.57,80.41,982.88,-21.23,60.87,373.54,4.19,91.35,958.45,Yes
16.35,2020.08,20.99,1.81,44.77,643.78,7.81,88.16,1026.44,-9.01,3.52,1297.55,7.37,81.7,961.36,-7.69,73.23,908.9,7,93.92,957.71,-20.33,10.07,1873.02,7.86,55.08,1005.77,0.17,16.56,792.46,6.87,82.01,963.56,Yes
15.36,1872.04,34.24,39.97,14.67,1309.68,5.14,92.08,994.4,12.48,27.24,1694.16,5.98,84.6,993.5,9.81,69.53,1160.26,4.17,78.69,1025.98,25.4,21.34,1422,4.34,80.54,1020.18,-2.91,27.69,281.59,4.44,81.54,1047.96,Yes
25.78,1726.09,23.77,28.7,10.23,1285.29,7.65,63.56,1008.5,-14.12,39.26,823.53,7.7,78.94,979.64,29.24,9.51,324.08,7.11,64.15,950.07,29.63,75.56,429.59,7.48,69.14,992.4,19.22,55.28,393.46,4.54,66.63,999.72,Yes
3.35,697.08,17.2,47.1,107.82,3283.79,0.41,45.68,947.18,-34.55,121.59,3743.98,1.06,30.28,1052.82,45.17,149.26,3836.86,3.26,3.71,946.34,45.25,159.39,2020.13,2.47,32.12,1056.02,49.52,127.17,2814.11,1.57,35.11,943.73,No
28.67,2266.84,32.22,-9.67,46.39,1871.57,5.06,91.15,954.47,38.42,78.64,798.88,5.72,61.68,1043.6,-7.13,25.72,1648.94,5.81,56.55,992.29,15.85,4.46,1664.93,4.15,78.43,992.13,-18.24,34.7,740.5,6.61,69.36,970.21,Yes
3.12,1013.2,13.25,41.58,175.35,3735.95,0.88,17.58,945.35,49.01,123.86,3193.43,1.59,46.24,943.57,-39.83,107.79,2772.56,0.1,2.32,945.51,-32.55,99.8,2012.98,1.7,22.81,1052.6,41.36,126.18,3973.82,2.81,37.78,948.93,No
27.59,1916.69,30.39,-9.21,58.1,1875.4,5.64,82.59,981.26,25.75,48.96,594.19,6.64,66.3,995.4,17,11.35,1806.8,6.8,99.31,1044.25,1.66,54.24,659.23,4.59,82.87,967.71,-1.63,49.13,681.15,5.29,70.87,994.45,Yes
2.88,807.29,6.57,-32.61,102.74,2557.25,2.82,0.81,1056.15,-39.15,122.43,2384.51,0.41,40.76,1054.75,-33.66,150.11,3820.58,2.61,47.93,940.81,-31.96,119.92,2268.12,2.2,41.76,941.12,-32.53,128.86,3956.3,0.42,38.87,943.2,No
5.23,1191.32,4.32,-35.93,139.28,3618.39,1.39,41.96,1058.23,-38.63,175.62,3401.55,2.59,44.33,1053.5,-33.28,113.7,3258.13,2.12,5.6,1057.13,-32.91,125.59,3467.93,0.17,3.91,1054.79,48.06,99.54,2130.95,2.14,20.32,1053.49,No
23.57,2427.24,25.33,-5.2,6.66,574.28,7.2,94.08,1027.96,-7.33,81.55,12.64,5.7,68.17,1027.73,26.84,30.03,1298.53,7.88,68.81,984.77,-27.52,54.11,1504.92,5.39,61.23,1044.67,-14.31,13.05,1996.4,5.7,77.99,1034.7,Yes
15.23,2691.14,29.87,38.94,75.46,297.81,6.25,82.4,957.49,2.99,54.92,792.03,5.92,54.59,1012.75,-20.3,54.7,1505.52,4.14,74.37,1045.67,-19.45,47.76,567.05,5,57.23,1026.09,9.22,29.2,316.64,4.08,60.48,968.23,Yes
16.8,1779.94,20.8,4.95,67.29,1540.58,5.01,87.31,1014.62,24.41,34.58,7.48,7.15,68.57,1021.19,25.1,44.54,191.43,5.87,73.52,955.4,-5.97,7.72,1588.2,4.71,68.85,1042.31,15.27,6.1,93.06,4.93,71.08,959.86,Yes
1.38,1440.59,11.34,46.37,100.69,3191.65,0.37,35.17,945.28,-38.33,175.43,2780.54,1.05,6.64,944.34,-37.25,141.05,3790.59,1.55,19.18,946.71,-34.55,178.51,2628.37,1.52,34.1,944.48,46.24,139.86,3005.42,0.27,42.46,1058.75,No
29.11,2280.97,25.13,36.11,1.17,929.47,7.79,57.18,970.98,12.63,69.53,1418.55,6.34,78.05,1028.74,21.84,26.31,1225.15,5.4,78.28,966.12,-17.34,72.63,606.44,6.36,80.74,1034.87,0.49,51.82,570.37,4.67,90.55,991.77,Yes
28.42,2463.13,20.72,29.62,39.23,1667.87,7.47,50.16,1028.61,-20.19,4.35,1122.81,5.91,60.22,1026.24,17.84,1.38,1201.32,7.6,67.47,984.95,1.15,45.5,1005.42,4.68,92.54,1011.2,28.74,53.45,1544.19,5.76,97.66,974.52,Yes
0.47,506.16,3.86,42.34,103.66,3358.23,1.84,43.28,1051.93,48.13,164.18,2250.97,1.69,25.71,1054.23,-36.03,156.42,3070.93,1.84,24.91,946.16,48.88,117.9,2778.64,2.28,30.67,947.93,44.78,134.18,3473.05,0.63,33.64,1056.65,No
7.26,785.39,2.08,47.62,155.87,3547.44,0.1,11.62,1056.85,-38.28,130.12,3966.87,0.22,41.8,940.26,-39.75,109.48,3397.13,3.28,43.81,947.32,48.51,138.26,3445,2.87,25.44,1056.14,47.42,162.71,2296.46,2.93,28.89,947.01,No
4.72,1392.15,0.91,46.18,130.36,2529.2,2.12,2.74,940.4,-37.53,111.55,3456.92,2.27,32.48,942.79,-38.46,131.21,2362.47,2.66,31.16,944.44,-35.27,130.22,3922.47,1.4,13.24,1058.04,45.74,110.61,2538.11,2.18,7.62,1059.11,No
8.66,230.41,9.96,-34.16,102.61,2393.99,3.17,39.76,1053.54,45.41,103.91,3011.23,2.48,9.82,1057.54,-37.73,91.82,3652.88,3.37,14.83,1057.61,43.98,140.11,3520.14,0.4,3.92,1053.38,-35.52,117.86,2184.49,0.1,27.49,948.34,No
18.49,2587.08,27.95,-5.62,20.51,1658.27,4.09,81.48,1035.66,33.03,56.98,756.66,5.83,78.43,972.2,-13.72,10.95,205.42,6.61,56.77,1047.37,-4.37,66.89,1351.56,6.98,54.1,989.71,21.63,84.12,689.75,5.15,89.36,1006.79,Yes
9.08,1495.31,0.52,-31.44,163.23,2974.98,1.33,40.23,947.74,42.51,126.89,2775.44,2.94,27.7,1052.89,-34.71,174.31,3851.33,2.36,4.98,945.8,45.55,94.4,2530.62,1.65,20.59,1058.29,-39.71,140.77,3868.85,3.35,10.76,1058.6,No
4.83,1150.73,5.64,-37.87,108.82,3651.5,2.44,15.68,941.94,45.18,150.52,3922.18,1.96,21.82,1056.34,-37.77,133.86,2887.03,2.58,0.2,940.87,-37.41,110.41,2920.78,1.88,25.94,1053.54,41.15,92.72,3822.86,0.92,30.03,1057.21,No
22.69,2176.61,22.74,39.89,68.07,65.82,7.26,52.09,1015.13,7.94,12.01,781.31,6.8,70.84,980.71,-1.54,49.08,1672.04,6.36,83.57,1045.32,-4.13,28.25,422.28,4.02,72.8,1029.89,-18.92,39.58,1574.83,4.36,71.12,968.17,Yes
8.15,36.59,14.84,-33.2,151.72,3171.39,3.41,23.51,940.55,-38.94,151.93,2006.46,0.6,22.84,1057.9,-37.34,91.36,3187.23,2.88,24.43,947.01,46.61,122.74,2676.22,0.21,34.76,947.66,42.15,138.5,2895.16,1.79,12.69,940.94,No
27.75,2053.44,29.72,-29.08,76.7,86.86,7.96,82.77,950.83,37.75,61.06,50.19,7.56,66.03,1022.88,20.33,79,1792.33,5.74,82.31,978.73,-21.34,30.94,6.19,5.94,94.06,1036.65,34.53,77.3,247.63,5.47,54.98,962.93,Yes
3,344.18,7.39,44.37,99.77,3958.63,2.29,47.53,1051.64,41.8,100.41,3740.26,3.32,4.89,1057.43,-37.81,99.7,3731.71,0.26,3.35,1055.65,-31.73,91.54,2345.07,3.36,18.48,1052.5,43.43,100.23,3318.39,3.12,7.06,942.37,No
17.63,1776.32,30.31,-5.46,53.4,1836.57,7.09,91.19,1044.93,-18.29,48.66,329.33,5.58,63.37,1005.32,-4.52,39.68,1538.07,7.13,93.85,966.61,22.08,13.49,1870.49,6.58,80.86,1013.36,5.01,59.73,1874.9,7.21,77.95,984.62,Yes
0.14,430.81,15.57,45.92,92.68,3926.53,1.71,37.96,944.87,45.16,153.42,2784.59,3.42,12.48,1052.94,-31.84,109.42,2584.88,0.44,25.18,1059.26,-35.6,100.89,3870.71,0.14,46.5,1053.68,42.72,175.38,3734.42,1.91,41.93,1052.33,No
7.67,1291.59,1.38,48.89,119.32,3725.25,1.77,14.15,1055.05,-37.82,121.31,2424.34,0.05,13.24,1054.66,-36.44,154.12,3296.75,0.68,14.56,942.91,49.63,174.76,3355.31,1.42,40.79,1055.46,44.12,121.64,3948.43,2.44,33.54,944.44,No
15.95,1570.23,27.94,5.52,3.55,1419.19,4.06,94.53,964.79,24.57,61.86,15.9,4.07,57.69,970.81,6.97,75.11,1183.59,7.67,82.28,1012.83,34.3,84.77,1803.78,5.53,58.37,974.64,-6.49,88.29,1805.94,5.52,52.29,1027,Yes
